STD_CITY,PROPERTY_ID,PROPERTY_CATEGORY_NAME,PROPERTY_NAME_TEXT,ORIGINAL_LOAN_AMOUNT,LOAN_MATURITY_DATE,OPIIS_SIZE_CATEGORY
Dorchester                  ,800008624.0,Insured-Subsidized,GRANITE LENA PARK APARTMENTS,16300000.0,4/1/2062 12:00:00 AM,
Brighton                    ,800008625.0,Insured-Subsidized,LEVENTHAL HOUSE,14700000.0,3/1/2048 12:00:00 AM,
West Terre Haute            ,800006856.0,Insured-Subsidized,MARYVALE APARTMENTS,4034900.0,9/1/2046 12:00:00 AM,High-Medium
New Castle                  ,800007093.0,Insured-Subsidized,WILLOW GLEN APARTMENTS,415000.0,,Low
Beech Grove                 ,800007094.0,Insured-Subsidized,WILLOW GLEN SOUTH APTS.  I,4658000.0,2/1/2035 12:00:00 AM,High-Medium
Moline                      ,800006479.0,Insured-Subsidized,WESTWOOD TERRACE,5790000.0,11/1/2041 12:00:00 AM,High-Medium
Turkey Creek                ,800007900.0,Insured-Subsidized,TUG FORK APARTMENTS,265000.0,,Very Low
Lowell                      ,800008885.0,Insured-Subsidized,SOUTHWICK BLOCK APTS,2192000.0,6/1/2052 12:00:00 AM,High-Medium
Chicago                     ,800006529.0,Insured-Subsidized,SOUTH SHORE HHDC LIHTC LLC,17536400.0,4/1/2065 12:00:00 AM,Large
Lynn                        ,800008613.0,Insured-Subsidized,KINGS BEACH TOWERS,22119000.0,1/1/2056 12:00:00 AM,
Fort Wayne                  ,800006535.0,Insured-Subsidized,ADAM & BRUCE APARTMENTS,1829500.0,1/1/2047 12:00:00 AM,Low-Medium
Dorchester                  ,800008610.0,Insured-Subsidized,KEYSTONE APTS,50568100.0,,
South Bend                  ,800006816.0,Insured-Subsidized,LAUREL WOODS APARTMENTS,6900000.0,8/1/2057 12:00:00 AM,High-Medium
Chicago                     ,800006528.0,Insured-Subsidized,6900-SOUTH-CRANDON,16836000.0,8/1/2065 12:00:00 AM,High-Medium
Waukegan                    ,800005980.0,Insured-Subsidized,HICKORY ROAD MANOR,4799900.0,10/1/2051 12:00:00 AM,High-Medium
Lawrence                    ,800008891.0,Insured-Subsidized,ST ALFIO'S VILLA,17520000.0,5/1/2056 12:00:00 AM,
Decatur                     ,800006556.0,Insured-Subsidized,BELMONT ESTATES,831800.0,,Low
Woodstock                   ,800006457.0,Insured-Subsidized,WALDEN OAKS,7522800.0,,Large
Mishawaka                   ,800006807.0,Insured-Subsidized,LAKESIDE APARTMENTS,769400.0,,Low
Alexandria                  ,800008033.0,Insured-Subsidized,England,8700000.0,4/1/2063 12:00:00 AM,
Bremen                      ,800006571.0,Insured-Subsidized,BREMEN VILLAGE,281000.0,,Very Low
Oak Park                    ,800005977.0,Insured-Subsidized,"Heritage House Apartments, LLC",17500000.0,8/1/2054 12:00:00 AM,
Danville                    ,800006808.0,Insured-Subsidized,LAKEVIEW PLACE,1675800.0,2/1/2041 12:00:00 AM,Low-Medium
Lowell                      ,800008655.0,Insured-Subsidized,MARKET MILL,42400000.0,4/1/2057 12:00:00 AM,
Lawrenceburg                ,800007120.0,Insured-Subsidized,LUTHERAN COMMUNITY,1597900.0,7/1/2043 12:00:00 AM,Low-Medium
Lynn                        ,800008868.0,Insured-Subsidized,SILSBEE TOWER,14900000.0,11/1/2055 12:00:00 AM,
Kingston                    ,800008869.0,Insured-Subsidized,SILVER LAKE HOMES,2385300.0,7/1/2045 12:00:00 AM,High-Medium
Auburn                      ,800007081.0,Insured-Subsidized,WESLEY PARK APARTMENTS,1989800.0,6/1/2049 12:00:00 AM,Low-Medium
Brewster                    ,800008614.0,Insured - Previously Subsidized,KINGS LANDING,4300000.0,4/1/2054 12:00:00 AM,High-Medium
Madison                     ,800006847.0,Insured-Subsidized,MADISON HERITAGE APARTMENTS,1259200.0,9/1/2050 12:00:00 AM,Low-Medium
Columbus                    ,800006831.0,Insured-Subsidized,LINCOLN VILLAGE COOPERATIVE III,800000.0,9/1/2026 12:00:00 AM,Low
La Porte                    ,800006852.0,Insured-Subsidized,MAPLE CITY SQUARE,1593000.0,1/1/2053 12:00:00 AM,Low-Medium
Ashland                     ,800007519.0,Insured-Subsidized,Brucecrest,7333000.0,12/1/2061 12:00:00 AM,Very Low
Salem                       ,800008638.0,Insured - Previously Subsidized,LORING TOWERS,9859000.0,1/1/2050 12:00:00 AM,Large
Harrodsburg                 ,800007506.0,Insured-Subsidized,Belmont Court Apartments,1550000.0,2/1/2051 12:00:00 AM,Low-Medium
Farmerville                 ,800008029.0,Insured-Subsidized,EASTSIDE HILLS,395000.0,,Very Low
Lexington                   ,800007753.0,Insured-Subsidized,MAIN STREET BAPTIST MANOR,1964900.0,6/1/2037 12:00:00 AM,Low-Medium
Framingham                  ,800008866.0,Insured-Subsidized,SHERWOOD PARK APTS,14800000.0,10/1/2056 12:00:00 AM,Large
Shreveport                  ,800008030.0,Insured-Subsidized,EDEN GARDENS SOUTH,3468000.0,4/1/2065 12:00:00 AM,Low-Medium
Columbus                    ,800006834.0,Insured-Subsidized,LINCOLN VILLAGE COOPERATIVE  I,692000.0,9/1/2026 12:00:00 AM,Very Low
Martinsville                ,800006799.0,Insured-Subsidized,KEN MAR,3951319.0,4/1/2042 12:00:00 AM,High-Medium
Clarksville                 ,800007116.0,Insured-Subsidized,YELLOWWOOD TERRACE,6948500.0,6/1/2050 12:00:00 AM,Large
Lynn                        ,800008639.0,Insured-Subsidized,WASHINGTON ST HOUSING,15695600.0,3/1/2057 12:00:00 AM,
East Boston                 ,800008867.0,Insured-Subsidized,SHORE PLAZA EAST,75000000.0,1/1/2056 12:00:00 AM,
Fitchburg                   ,800008605.0,Insured-Subsidized,JOSEPH'S  HOUSE,12880000.0,4/1/2056 12:00:00 AM,Large
Holyoke                     ,800008616.0,Insured - Previously Subsidized,LACASSE APARTMENTS,6600000.0,9/1/2061 12:00:00 AM,
Roxbury                     ,800008859.0,Insured-Subsidized,SCHOOL  HOUSE KENILWORTH WILLIAMS,1275000.0,6/1/2049 12:00:00 AM,Low-Medium
Hammond                     ,800006879.0,Insured-Subsidized,MOUNT ZION PLEASANT VIEW MANOR,6475000.0,8/1/2040 12:00:00 AM,Large
Buffalo                     ,800006181.0,Insured-Subsidized,ODD FELLOW HERITAGE APARTMENTS,2065500.0,5/1/2029 12:00:00 AM,Low-Medium
Decatur                     ,800006194.0,Insured-Subsidized,OXFORD HOUSE,11230000.0,8/1/2041 12:00:00 AM,Large
Du Quoin                    ,800006232.0,Insured-Subsidized,FIVE STAR APARTMENTS,893500.0,3/1/2042 12:00:00 AM,Low
Carmi                       ,800006482.0,Insured-Subsidized,WHITE COUNTY'S EVERGREEN ACRES,1800000.0,1/1/2044 12:00:00 AM,Low-Medium
Dodge City                  ,800007340.0,Insured-Subsidized,PARK PLAZA TOWER,1034100.0,7/1/2040 12:00:00 AM,Low-Medium
Chicago                     ,800005695.0,Insured-Subsidized,ALPHA TOWERS,9393776.0,3/1/2041 12:00:00 AM,Large
East Moline                 ,800005840.0,Insured-Subsidized,DEERFIELD WOODS APARTMENTS PHASE I,378000.0,,Very Low
Baton Rouge                 ,800008129.0,Insured-Subsidized,OAK PARK PLAZA,6047600.0,2/1/2045 12:00:00 AM,Large
Leesville                   ,800008131.0,Insured-Subsidized,OAKWOOD ~ LEESVILLE,617400.0,6/1/2044 12:00:00 AM,Low
Indianapolis                ,800006545.0,Insured-Subsidized,ANDREWS GARDENS APARTMENTS,313000.0,3/1/2037 12:00:00 AM,Very Low
Junction City               ,800007133.0,Insured-Subsidized,BICENTENNIAL MANOR,1150000.0,9/1/2045 12:00:00 AM,Low-Medium
Chicago                     ,800006213.0,Insured-Subsidized,PARK SHORE EAST COOPERATIVE,9526000.0,8/1/2055 12:00:00 AM,
Loves Park                  ,800006214.0,Insured-Subsidized,PARK TOWER APTS,9920000.0,3/1/2056 12:00:00 AM,Large
Lexington                   ,800007643.0,Insured-Subsidized,GAINESWAY VILLAGE APARTMENTS,1281500.0,5/1/2030 12:00:00 AM,Low
Concordia                   ,800007176.0,Insured-Subsidized,CONCORDIA II APARTMENTS,238000.0,,Very Low
Prestonsburg                ,800007562.0,Insured-Subsidized,CLIFFSIDE APARTMENTS,1427200.0,11/1/2042 12:00:00 AM,Low-Medium
Florence                    ,800007633.0,Insured-Subsidized,Arcadia Park Apartments III,4480000.0,2/1/2059 12:00:00 AM,Low-Medium
Boston                      ,800008898.0,Insured-Subsidized,ST BOTOLPH STREET APTS,42053000.0,8/1/2057 12:00:00 AM,
Chicago                     ,800006260.0,Insured-Subsidized,PULLMAN WHEELWORKS,9570000.0,8/1/2051 12:00:00 AM,Large
Bloomington                 ,800006204.0,Insured-Subsidized,PHOENIX TOWERS (IHDA),10850000.0,11/1/2027 12:00:00 AM,Large
Hutchinson                  ,800007174.0,Insured-Subsidized,COMMERCE GARDENS,4886091.0,3/1/2057 12:00:00 AM,High-Medium
Anderson                    ,800006546.0,Insured-Subsidized,APARTMENT LIVING,593200.0,12/1/2047 12:00:00 AM,Low
Chicago                     ,800006216.0,Insured-Subsidized,6250 S. HARPER/PARKSHORE EAST ELDERLY,12900100.0,11/1/2055 12:00:00 AM,
Manhattan                   ,800007173.0,Insured-Subsidized,COLORADO PLAZA APTS,1221000.0,2/1/2033 12:00:00 AM,Low-Medium
Hutchinson                  ,800007162.0,Insured-Subsidized,THE CLUSTERS,2575200.0,2/1/2050 12:00:00 AM,High-Medium
Jasper                      ,800006866.0,Insured-Subsidized,MEADOWOOD APARTMENTS,725600.0,10/1/2042 12:00:00 AM,Low
Hays                        ,800007157.0,Insured-Subsidized,HAYS SENIOR RESIDENCES,2349900.0,9/1/2042 12:00:00 AM,Low-Medium
Baton Rouge                 ,800008032.0,Insured-Subsidized,ELM STREET APARTMENTS,2217000.0,3/1/2055 12:00:00 AM,High-Medium
Pineville                   ,800007628.0,Insured-Subsidized,FERNDALE APTS,715000.0,,Low
Metairie                    ,800008111.0,Insured-Subsidized,METAIRIE MANOR,10814900.0,6/1/2056 12:00:00 AM,Large
Arlington Heights           ,800005943.0,Insured-Subsidized,CEDAR VILLAGE OF ARLINGTON HEIGHTS,4965700.0,5/1/2052 12:00:00 AM,High-Medium
Peru                        ,800006548.0,Insured-Subsidized,ARROWHEAD ESTATES PHASE II,664900.0,10/1/2027 12:00:00 AM,Very Low
Kokomo                      ,800006802.0,Insured-Subsidized,KOKOMO MANOR,2539600.0,9/1/2031 12:00:00 AM,Low-Medium
Indianapolis                ,800006803.0,Insured-Subsidized,BROWNSTONE APARTMENTS,1850000.0,4/1/2053 12:00:00 AM,Low-Medium
Louisville                  ,800007630.0,Insured-Subsidized,FLAGET APTS,2979000.0,4/1/2041 12:00:00 AM,High-Medium
Highland Park               ,800006272.0,Insured-Subsidized,RAVINIA HOUSING,416500.0,,Low
Chicago                     ,800006226.0,Insured-Subsidized,CHARLES A. BECKETT APTS.,29495000.0,,
Chicago                     ,800006517.0,Insured-Subsidized,21ST & MICHIGAN APARTMENTS,31864500.0,10/1/2054 12:00:00 AM,
Indianapolis                ,800006537.0,Insured-Subsidized,AHEPA 232 APARTMENTS I,3330000.0,9/1/2050 12:00:00 AM,High-Medium
Chicago                     ,800006225.0,Insured-Subsidized,Paul G. Stewart Tower,10596000.0,10/1/2058 12:00:00 AM,
Indianapolis                ,800006538.0,Insured-Subsidized,AHEPA 232 APARTMENTS II,2632500.0,11/1/2050 12:00:00 AM,High-Medium
Ottawa                      ,800007155.0,Insured-Subsidized,CEDAR SQUARE,2542800.0,4/1/2052 12:00:00 AM,High-Medium
Carlisle                    ,800007656.0,Insured-Subsidized,GREEN VALLEY APTS,428500.0,2/1/2043 12:00:00 AM,Low
Greensburg                  ,800007657.0,Insured-Subsidized,GREENSBURG VILLAGE,1213300.0,3/1/2053 12:00:00 AM,Low-Medium
Zion                        ,800005972.0,Insured-Subsidized,HEBRON TOWNHOUSES,4725000.0,8/1/2063 12:00:00 AM,
Martinsville                ,800006876.0,Insured-Subsidized,MORGAN HOUSE II,1768000.0,2/1/2047 12:00:00 AM,Low-Medium
Plainfield                  ,800006870.0,Insured-Subsidized,MILL RUN APARTMENTS,1180000.0,10/1/2027 12:00:00 AM,Low
Corbin                      ,800007555.0,Insured-Subsidized,CHAPEL HOUSE-CORBIN,1594500.0,1/1/2036 12:00:00 AM,Low-Medium
Gary                        ,800006871.0,Insured-Subsidized,PARK SHORE COMMONS,15650000.0,5/1/2054 12:00:00 AM,
Greenville                  ,800005693.0,Insured-Subsidized,ALMIRA MANOR,1638066.0,5/1/2033 12:00:00 AM,Low-Medium
Columbus                    ,800006575.0,Insured-Subsidized,BRIARWOOD APARTMENTS COLUMBUS,4880000.0,2/1/2048 12:00:00 AM,High-Medium
Dekalb                      ,800005843.0,Insured-Subsidized,Gideon Court Apartments,10565000.0,2/1/2056 12:00:00 AM,Large
Chicago                     ,800006241.0,Insured-Subsidized,PINE GROVE APARTMENTS,11472400.0,12/1/2047 12:00:00 AM,Large
East Moline                 ,800005841.0,Insured-Subsidized,DEERFIELD WOODS PHASE II,1122000.0,,Low
Minden                      ,800008169.0,Insured-Subsidized,Red Oak Villa,2665500.0,8/1/2055 12:00:00 AM,High-Medium
Dorchester                  ,800008268.0,Insured-Subsidized,AMIFF HOUSING,15672000.0,3/1/2057 12:00:00 AM,High-Medium
Baton Rouge                 ,800008175.0,Insured-Subsidized,SPANISH ARMS APARTMENTS,9024800.0,3/1/2049 12:00:00 AM,Large
East Wareham                ,800008328.0,Insured-Subsidized,BRANDY HILL,11000000.0,10/1/2058 12:00:00 AM,
Sudbury                     ,800008636.0,Insured-Subsidized,LONGFELLOW GLEN,32240000.0,10/1/2056 12:00:00 AM,
Lowell                      ,800008637.0,Insured-Subsidized,LORD MANOR,13971900.0,11/1/2055 12:00:00 AM,
New Orleans                 ,800008180.0,Insured-Subsidized,ST. MARTIN MANOR,6592500.0,4/1/2052 12:00:00 AM,Large
Angola                      ,800006806.0,Insured-Subsidized,LAKELAND APARTMENTS,819000.0,,Low
Pittsfield                  ,800008306.0,Insured-Subsidized,BERKSHIRETOWN ASSOCIATES,13408000.0,10/1/2052 12:00:00 AM,
Lafayette                   ,800008074.0,Insured-Subsidized,HOLY FAMILY,10000000.0,,Large
South Boston                ,800008603.0,Insured-Subsidized,JOHN BOYLE O'REILLY SCHOOL APTS.,6723500.0,8/1/2057 12:00:00 AM,High-Medium
Chicago                     ,800006158.0,Insured-Subsidized,NEW VISTA II,20565100.0,2/1/2063 12:00:00 AM,
Leominster                  ,800008634.0,Insured-Subsidized,SILVER LEAF TERRACE,13556681.0,12/1/2040 12:00:00 AM,
Braintree                   ,800008635.0,Insured-Subsidized,LOGAN PARK,8900000.0,2/1/2053 12:00:00 AM,Large
Ruston                      ,800008177.0,Insured-Subsidized,SPARTA PLACE,507000.0,,Low
Bossier City                ,800008072.0,Insured-Subsidized,HOLY CROSS VILLAS,2429700.0,1/1/2045 12:00:00 AM,High-Medium
Sharpsburg                  ,800007498.0,Insured-Subsidized,BEAVER CREEK APARTMENTS,1509700.0,3/1/2042 12:00:00 AM,Low-Medium
East Boston                 ,800008620.0,Insured-Subsidized,LANDFALL WEST APARTMENTS,10420700.0,3/1/2058 12:00:00 AM,
Lowell                      ,800008650.0,Insured-Subsidized,MAJESTIC APTS,2565000.0,4/1/2061 12:00:00 AM,Low-Medium
Lynn                        ,800008901.0,Insured-Subsidized,ST MARY'S PLAZA,12480100.0,1/1/2058 12:00:00 AM,High-Medium
Baltimore                   ,800009186.0,Insured-Subsidized,DePAUL / St. JOACHIM HOUSE,11528800.0,8/1/2056 12:00:00 AM,
Chestertown                 ,800009162.0,Insured-Subsidized,CHESTERSTOWN ELDERLY HOUSING,1665500.0,11/1/2053 12:00:00 AM,Low-Medium
Andover                     ,800008271.0,Insured-Subsidized,ANDOVER COMMONS,30773200.0,3/1/2056 12:00:00 AM,
Monroe                      ,800007991.0,Insured-Subsidized,BURTON PLACE,1602000.0,8/1/2055 12:00:00 AM,Very Low
Boston                      ,800008269.0,Insured - Previously Subsidized,AMY LOWELL HOUSE,9564600.0,8/1/2039 12:00:00 AM,Large
Monroe                      ,800007987.0,Insured-Subsidized,BRENTWOOD,2093000.0,7/1/2033 12:00:00 AM,Low-Medium
Marlow Heights              ,800009175.0,Insured-Subsidized,COUNCIL HOUSE,11607400.0,1/1/2041 12:00:00 AM,Large
Canton                      ,800008618.0,Insured-Subsidized,LAMPLIGHTER VILLAGE,7150000.0,8/1/2051 12:00:00 AM,Large
Roxbury                     ,800008255.0,Insured-Subsidized,ACADEMY HOMES I (BUSE),7600000.0,,Large
Hyden                       ,800007503.0,Insured-Subsidized,BEECHWOOD APARTMENTS,1100000.0,6/1/2046 12:00:00 AM,Low-Medium
Prestonsburg                ,800007678.0,Insured-Subsidized,HIGHLAND TERRACE,2277700.0,2/1/2045 12:00:00 AM,Low-Medium
Boston                      ,800008878.0,Insured-Subsidized,SOUTH COVE APARTMENTS,81812300.0,8/1/2055 12:00:00 AM,
Baton Rouge                 ,800008070.0,Insured-Subsidized,HOLIDAY ACRES,1627156.0,6/1/2034 12:00:00 AM,Low-Medium
Chicago                     ,800005982.0,Insured-Subsidized,HEIWA TERRACE,28500000.0,5/1/2063 12:00:00 AM,Low
Northampton                 ,800008902.0,Insured-Subsidized,ST MICHAEL'S HOUSE,5938000.0,9/1/2050 12:00:00 AM,Large
Shreveport                  ,800008190.0,Insured-Subsidized,STONE VISTA APARTMENTS,12200000.0,10/1/2062 12:00:00 AM,Low-Medium
Shreveport                  ,800007990.0,Insured-Subsidized,BROWN PARK ESTATES,2668400.0,4/1/2050 12:00:00 AM,High-Medium
Baltimore                   ,800009180.0,Insured-Subsidized,COURSEY STATION APARTMENTS,3126000.0,2/1/2058 12:00:00 AM,Low-Medium
Lake Providence             ,800008064.0,Insured-Subsidized,HERITAGE SQUARE,790900.0,4/1/2032 12:00:00 AM,Low
New Orleans                 ,800007967.0,Insured-Subsidized,ANNUNCIATION INN,4651800.0,7/1/2053 12:00:00 AM,High-Medium
Middlesboro                 ,800007668.0,Insured-Subsidized,Happy Hollow,200000.0,,Very Low
Owensboro                   ,800007790.0,Insured-Subsidized,OLD HARTFORD HILLS APARTMENTS,379300.0,6/1/2030 12:00:00 AM,Very Low
Richmond                    ,800006560.0,Insured-Subsidized,BETHLEHEM COMMUNITY,1285400.0,4/1/2046 12:00:00 AM,Low-Medium
Gary                        ,800006772.0,Insured-Subsidized,HOMEWOOD VILLAGE,1338400.0,10/1/2053 12:00:00 AM,Low-Medium
Savannah                    ,800004773.0,Insured-Subsidized,Thomas Francis Williams Court Apts,4499900.0,9/1/2047 12:00:00 AM,High-Medium
Baltimore                   ,800009212.0,Insured-Subsidized,FRANKLIN CENTER,721300.0,,Low
Richmond                    ,800009214.0,Insured-Subsidized,Oliver Crossing Apartments,6200000.0,3/1/2052 12:00:00 AM,Large
Zion                        ,800005986.0,Insured-Subsidized,HORIZON VILLLAGE/WEST ZION HIGHLAND,13157800.0,,
Many                        ,800007968.0,Insured-Subsidized,APOLLO PLAZA,844000.0,,Low
Topeka                      ,800007405.0,Insured-Subsidized,SHOREY VILLA,1223400.0,6/1/2048 12:00:00 AM,Low-Medium
Holyoke                     ,800008910.0,Insured-Subsidized,287 ESSEX STREET,4760000.0,12/1/2046 12:00:00 AM,High-Medium
Tallulah                    ,800008250.0,Insured-Subsidized,WYCHE,2196600.0,4/1/2060 12:00:00 AM,High-Medium
Boston                      ,800008365.0,Insured-Subsidized,CASA MARIA,4500000.0,,High-Medium
Boston                      ,800008368.0,Insured-Subsidized,CASTLE SQUARE,160000000.0,12/1/2055 12:00:00 AM,
London                      ,800007946.0,Insured-Subsidized,Wildwood Apartments,1723000.0,4/1/2057 12:00:00 AM,Low
Paris                       ,800007947.0,Insured-Subsidized,WILLIAMSBURG TERRACE APARTMENTS,1160400.0,6/1/2045 12:00:00 AM,Low-Medium
Crowley                     ,800008167.0,Insured-Subsidized,SHADY OAKS HOMES,1683500.0,3/1/2059 12:00:00 AM,Low-Medium
Marion                      ,800006771.0,Insured-Subsidized,HILLTOP TOWERS,2570000.0,6/1/2057 12:00:00 AM,
New Orleans                 ,800008179.0,Insured-Subsidized,ST. JOHN BERCHMAN'S MANOR,5750000.0,8/1/2055 12:00:00 AM,Large
East Boston                 ,800008329.0,Insured-Subsidized,BRANDYWYNE VILLAGE,69750000.0,2/1/2053 12:00:00 AM,
Baton Rouge                 ,800008168.0,Insured-Subsidized,Sharlo Terrace II,2082500.0,11/1/2050 12:00:00 AM,Low-Medium
Salina                      ,800007389.0,Insured-Subsidized,MARKET PLACE,4029100.0,1/1/2052 12:00:00 AM,
Mc Kee                      ,800007761.0,Insured-Subsidized,MCKEE MANOR APARTMENTS,2712100.0,7/1/2040 12:00:00 AM,High-Medium
Meraux                      ,800008182.0,Insured-Subsidized,St. Bernard II / dba Metairie IV,4480500.0,1/1/2051 12:00:00 AM,High-Medium
Boston                      ,800008270.0,Insured-Subsidized,ANDERSON PARK,22000000.0,7/1/2058 12:00:00 AM,
Crowley                     ,800008203.0,Insured-Subsidized,THE MEADOWS,2460000.0,6/1/2062 12:00:00 AM,Low
New Orleans                 ,800008207.0,Insured-Subsidized,TIVOLI PLACE (HAP/IE/221D4),28650600.0,4/1/2065 12:00:00 AM,
Falmouth                    ,800008359.0,Insured-Subsidized,CAPE COD APARTMENTS,9600000.0,6/1/2054 12:00:00 AM,Large
Mamou                       ,800008164.0,Insured-Subsidized,Savoy Heights,2520000.0,1/1/2048 12:00:00 AM,High-Medium
Lexington                   ,800007515.0,Insured-Subsidized,BRIARWOOD APTS OF LEX,3993000.0,12/1/2048 12:00:00 AM,High-Medium
Louisville                  ,800007773.0,Insured-Subsidized,MT LEBANON CEDARS OF LEBANON,2925000.0,8/1/2058 12:00:00 AM,Low
Mishawaka                   ,800007121.0,Insured-Subsidized,100 CENTER HI-RISE,947300.0,,Low
Winchester                  ,800007807.0,Insured-Subsidized,PHOENIX APARTMENTS,681100.0,1/1/2047 12:00:00 AM,Low
Worcester                   ,800008356.0,Insured-Subsidized,CANTERBURY TOWER,13000000.0,4/1/2053 12:00:00 AM,
Canton                      ,800008357.0,Insured-Subsidized,CANTON VILLAGE,7925000.0,2/1/2057 12:00:00 AM,Large
Orange                      ,800008611.0,Insured-Subsidized,King Pine,9800000.0,7/1/2060 12:00:00 AM,
Hammond                     ,800008200.0,Insured-Subsidized,Tangi Village (HAP/221d4),2620000.0,4/1/2055 12:00:00 AM,High-Medium
Middlesboro                 ,800007504.0,Insured-Subsidized,BELLA GARDENS APARTMENTS,837300.0,,Low
Mandeville                  ,800008161.0,Insured-Subsidized,Rouquette Lodge,6831000.0,9/1/2046 12:00:00 AM,Large
Dartmouth                   ,800008871.0,Insured-Subsidized,SOLEMAR II,29200000.0,9/1/2054 12:00:00 AM,
Leesville                   ,800008195.0,Insured-Subsidized,SUNSHINE CENTER,1400000.0,10/1/2049 12:00:00 AM,Low-Medium
Louisville                  ,800007511.0,Insured-Subsidized,BLAIRWOOD APTS,3875000.0,8/1/2048 12:00:00 AM,High-Medium
Boston                      ,800008346.0,Insured - Previously Subsidized,BURBANK APTS,21000000.0,4/1/2048 12:00:00 AM,
Pittsfield                  ,800008378.0,Insured-Subsidized,CENTRAL ANNEX,5433000.0,7/1/2055 12:00:00 AM,Large
Roxbury                     ,800008647.0,Insured-Subsidized,MADISON PARK III,21000000.0,1/1/2058 12:00:00 AM,
Bowling Green               ,800007512.0,Insured-Subsidized,BOWLING GREEN TOWERS,20726600.0,2/1/2064 12:00:00 AM,
Owingsville                 ,800007771.0,Insured-Subsidized,MOUNTAIN VIEW ESTATES,920000.0,,Low
Randolph                    ,800008332.0,Insured-Subsidized,BRIDLE PATH APARTMENTS,15240000.0,5/1/2057 12:00:00 AM,Large
Newton                      ,800008354.0,Insured-Subsidized,CAMPUS HOUSE I,25830000.0,11/1/2055 12:00:00 AM,
New Iberia                  ,800007973.0,Insured-Subsidized,BACMONILA GARDEN APTS,6587900.0,5/1/2053 12:00:00 AM,Large
Winchester                  ,800007943.0,Insured-Subsidized,Westwood Apartments,1317200.0,5/1/2028 12:00:00 AM,Low
New Orleans                 ,800008163.0,Insured-Subsidized,SATCHMO PLAZA,2668000.0,12/1/2055 12:00:00 AM,Very Low
Pittsfield                  ,800008327.0,Insured-Subsidized,CAPITOL SQUARE APTS,1183655.0,11/1/2045 12:00:00 AM,Low-Medium
Sunset                      ,800008194.0,Insured-Subsidized,VILLAGE DUCHESNE (HAP/221d4),2521300.0,5/1/2055 12:00:00 AM,High-Medium
Lexington                   ,800007799.0,Insured - Previously Subsidized,Parkway Manor,7777100.0,9/1/2058 12:00:00 AM,Large
Worcester                   ,800008860.0,Insured-Subsidized,SEABURY HEIGHTS,24051881.0,2/1/2043 12:00:00 AM,
Scituate                    ,800008608.0,Insured-Subsidized,KENT VILLAGE,13250000.0,5/1/2055 12:00:00 AM,Large
Lynn                        ,800008623.0,Insured-Subsidized,LEISURE TOWER,18135000.0,7/1/2054 12:00:00 AM,
Southbridge                 ,800008342.0,Insured-Subsidized,BROOKSIDE TERRACE,7480000.0,2/1/2057 12:00:00 AM,Large
East Longmeadow             ,800008343.0,Insured-Subsidized,BROWNSTONE GARDENS II,0.0,,Low
Essex                       ,800009208.0,Insured-Subsidized,ESSEX COOPERATIVE APARTMENTS,10170200.0,12/1/2040 12:00:00 AM,Large
Methuen                     ,800008372.0,Insured-Subsidized,LEBANESE COMM HSG FOR ELDERLY,2786000.0,10/1/2049 12:00:00 AM,High-Medium
Boston                      ,800008882.0,Insured-Subsidized,SOUTH END TENANTS HOUSES II,22793000.0,11/1/2045 12:00:00 AM,
Boston                      ,800008893.0,Insured-Subsidized,ST HELENA'S HOUSE,10872000.0,11/1/2042 12:00:00 AM,
Melrose                     ,800008373.0,Insured-Subsidized,CEFALO MEMORIAL COMPLEX,30504400.0,5/1/2054 12:00:00 AM,
Lowell                      ,800008641.0,Insured-Subsidized,LOWELL BELVIDERE HOUSING,9360000.0,2/1/2055 12:00:00 AM,Large
Worcester                   ,800008632.0,Insured-Subsidized,LINCOLN VILLAGE,61144500.0,10/1/2056 12:00:00 AM,
Damascus                    ,800009188.0,Insured-Subsidized,DAMASCUS GARDENS,1636300.0,11/1/2033 12:00:00 AM,Low-Medium
New Castle                  ,800007791.0,Insured-Subsidized,Osage Estates,200000.0,,Very Low
Haverhill                   ,800008606.0,Insured-Subsidized,JUDSON HOUSE,15440000.0,5/1/2053 12:00:00 AM,
Burkesville                 ,800007521.0,Insured-Subsidized,BURKESVILLE MANOR,810500.0,4/1/2044 12:00:00 AM,Low
Winchester                  ,800007529.0,Insured-Subsidized,CAMBRIDGE SQUARE,963800.0,6/1/2029 12:00:00 AM,Low
Chicopee                    ,800008645.0,Insured-Subsidized,MACARTHUR TERRACE,13250000.0,10/1/2060 12:00:00 AM,
Southampton                 ,800008883.0,Insured-Subsidized,SOUTHAMPTON HSG FOR ELDERLY,3274000.0,1/1/2048 12:00:00 AM,High-Medium
Brockton                    ,800008884.0,Insured-Subsidized,DAVIS COMMONS,10250000.0,6/1/2052 12:00:00 AM,Large
Deridder                    ,800007971.0,Insured-Subsidized,AUBURN PLACE,432000.0,,Low
Paducah                     ,800007793.0,Insured-Subsidized,PADUCAH HIGHLAND TERR,1540000.0,,Low-Medium
Pekin                       ,800006490.0,Insured-Subsidized,WILLOW OAKS APTS.I,1735700.0,,Low-Medium
Fall River                  ,800008897.0,Insured-Subsidized,ST MATHIEU'S APARTMENTS,1953000.0,6/1/2053 12:00:00 AM,Low-Medium
New Orleans                 ,800008151.0,Insured-Subsidized,PINE STREET APARTMENTS,2680000.0,1/1/2056 12:00:00 AM,
